asset_id,asset_type,asset_age_years,substation_region,manufacturer,power_load_mw,load_utilization_pct,voltage_fluctuation_pct,frequency_deviation_hz,transformer_temperature_c,oil_quality_score,equipment_health_score,vibration_level,maintenance_overdue_days,maintenance_events_last_12m,inspection_score,previous_outages_12m,avg_outage_duration_minutes,customer_complaints_last_12m,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,storm_risk_index,customers_served,estimated_revenue_loss,regulatory_penalty_cost,legacy_asset_code,grid_cluster_id,monitoring_batch_id,administrative_reference,grid_failure_flag
100010,Circuit Breaker,24,North,Hitachi,90.921279078126,35.8582699131635,13.5194231055185,0.0287499230844068,50.2873913667486,11.4369836570726,17.6628279679903,1.68155148948432,148,1,50.9186980775607,1,35.6632779345853,3,40.6230810572991,42.1294344202982,13.6076393160881,73.0936131203436,3.00293564140383,53492,259546.454412334,8227.8478249288,414174,28,2224,469349,1
100011,Transformer,36,South,Siemens,142.697074336898,31.9871679131587,10.6020816396177,0.171140144651252,57.2944549286617,,77.0181423567975,18.7577528027293,1,2,89.3902449338232,3,38.438352185195,2,22.357437256926,90.5480966947158,69.3024412221241,45.7936614199463,83.8946142331646,18697,181881.80550788,150393.243640795,324523,23,1510,378222,0
100012,Substation,24,South,Siemens,60.0183799675456,31.3991666505059,12.2327837993444,0.305968308455202,63.1077405813509,31.5869797225529,80.4762120631346,10.3811217571413,6,4,9.29469435928839,6,123.782100196873,6,46.4778905464767,29.1420662872165,78.294071491512,41.3440369549528,1.56851980020767,11793,25123.7872987037,480020.030058034,904475,31,5991,350491,1
100013,Circuit Breaker,3,North,ABB,73.5093356461742,46.7617161090856,13.1923269168673,-0.124879035979384,51.0826305182855,12.5569777847278,85.8316670183365,4.18252184497837,73,4,20.68918217437,2,70.8118352245411,4,41.1431270862051,25.9141719487518,14.1758046483958,28.4101750499008,66.3914508788883,60871,274842.975475722,349801.023290635,796628,40,3689,108529,0
100014,Transmission Line,22,East,Siemens,84.4361661186274,44.9416543700041,5.78082244341126,-0.28072125204216,69.76500538921,30.7150470334246,95.5989244115313,8.43426632803191,129,2,44.8751497743198,1,69.2712529133866,6,26.1484806068715,53.1487786347323,94.6348742053341,19.9844369243197,33.5838820210088,37121,482506.937563555,343819.920388182,426229,18,4222,204324,1
100015,Transmission Line,2,North,Siemens,78.3528306723712,93.892274941055,12.2089479259972,-0.165101390127776,68.1528688371386,37.3067934626123,47.1892915426472,17.7388195171432,94,4,,5,18.3296025573447,7,18.4967944737185,62.5421217271965,105.202447588486,11.343292973826,38.3095674802021,17648,829719.143735633,453102.301546833,856483,5,2798,859672,1
100016,TRANSFORMER,24,East,ABB,91.3985557379002,55.1018914174077,4.32046756292224,0.494830894319349,73.4928481286035,20.1438620505307,59.016750798195,5.45791572781906,39,2,28.4180514872155,3,75.1085137931452,5,31.0089286907026,39.203562903454,17.7082436432643,12.8784354782773,44.51920810328,10609,451150.681722554,303428.880807483,164188,29,6663,976911,0
100017,Circuit Breaker,30,East,Schneider,29.5547917769719,33.2418233427871,14.5091046489652,0.146232241777006,66.7216134492889,48.2212888084489,95.8475570553761,4.08316130420803,153,7,52.6579410095801,1,87.053230086023,4,41.5193427434739,70.1757550183894,32.4358219809989,35.3734779657248,34.8447161447724,70231,907228.597634135,385323.569561057,807516,23,7199,292437,0
100018,Switchgear,38,South,Hitachi,149.537138284742,85.4344130520772,8.08480700934912,-0.113659930845409,90.3376556602412,1.95107626350721,36.5313153493002,5.45929945506536,171,5,86.9916752196626,5,88.9962702786047,3,14.7563268980778,49.2699881969204,17.0475463830688,0.688878855982983,89.7856368457527,62602,900611.20191973,216126.503319842,616101,27,6959,989945,1
100019,Circuit Breaker,2,West,GE,81.3157661758398,80.3452911438616,12.6223128921085,-0.0981284584687352,64.2406423282946,,60.2050016748614,11.3136968879995,95,3,61.5524135125602,2,118.494706854013,7,23.5679069561039,37.2934758663969,16.1437205736755,31.2903431193479,49.4163121719492,50856,31542.0796566439,394050.198860929,917289,10,3087,273359,0
100020,Transmission Line,21,North,Schneider,57.1148498253941,43.2463079947149,12.2993428609487,-0.101210183023806,50.558044684894,52.4072927000173,12.7661699964905,10.1212448017663,14,2,32.6240998090243,3,61.8534944371399,3,37.6365811814626,66.0246833246233,60.6967124950111,47.4589515134875,63.0578712858543,78895,983015.192070358,178361.003190704,970382,16,4448,112119,1
100021,Transformer,33,North,ABB,104.062494889103,61.1612803689715,14.040740257938,0.0676816814758231,67.8453709921518,5.94539488112909,72.5342350328292,17.6145454372833,65,5,72.839440400724,2,51.1564977206032,5,33.8443912637454,72.1736650965774,51.4047834267143,65.8849032503213,79.7141940157034,91505,419699.985056565,387117.626057732,166107,7,9720,520115,1
100022,Transformer,12,West,GE,139.318426804304,54.7227225535967,8.79941084671529,0.425983627591829,57.5328546408132,80.8748579436464,71.6172719719179,11.1939791597546,159,3,11.6113374422531,2,75.6453803993603,7,37.3865314811201,65.9875809394869,84.3825907031935,12.7445172225127,90.9484689472376,23235,780284.363224194,299075.69116863,904912,31,8825,326619,1
100023,Substation,22,West,ABB,52.3606988934019,84.3276596365242,12.7279120102409,0.139051023520197,84.8371465102172,14.5929005308898,14.9264300745531,11.0466175019423,132,4,15.9965220634571,1,26.8795581272648,5,28.3541932829842,62.664511107893,16.1230551711725,38.3601817991854,65.213754795305,62056,103877.737131478,33919.9239674333,418714,25,6199,727466,1
100024,Substation,25,South,GE,106.081025156909,71.2113598856947,14.3825944738866,0.159458085876991,80.8315770655579,56.1616281019058,87.447302969251,11.2523811662125,40,6,48.8540122354564,1,27.4925038939618,8,14.1752032392364,37.401213101043,62.607855955995,7.225237814464,17.7973908511073,2505,708087.360599034,473432.736792546,445759,21,9750,938452,0
100025,Transformer,27,West,Schneider,160.903746775063,42.9930016535346,4.62408481311305,-0.146408446159851,94.3271170252595,75.5100130007485,56.3009622275771,5.19706320016284,58,0,11.8448272039437,4,14.8296985139222,5,21.3103566180862,40.4662773926874,67.7484277313917,30.9102685381327,82.8190357365542,59484,646832.848056667,267311.773853405,142008,36,4525,504618,0
100026,Switchgear,28,South,Schneider,161.478269541079,85.16747950388,1.17540651170288,-0.177498156946309,70.0192596735424,29.0468778766698,25.8617922811437,0.369335179762368,91,3,53.1830306801268,2,169.30125572846,5,47.7226346516395,58.2352398861849,107.202584977515,30.1242291733619,30.7815069815566,92395,151123.472569601,488771.704290047,990626,18,1408,518952,1
100027,Circuit Breaker,16,East,Schneider,128.228734970077,70.6254371264005,2.51385239245958,-0.157430930169553,63.5233100174256,21.7650324268654,17.6887241258441,2.90939861131467,23,5,70.6048256902655,4,70.8156674388648,8,45.192962852158,52.7141810043407,101.109477427175,31.9333023552852,35.6904721284293,17349,188580.384513387,331285.480525066,537327,48,4096,258187,0
100028,Switchgear,15,South,Siemens,68.7764358828336,88.1891295841427,5.22610612310367,0.429706098635952,91.2659042350583,32.4065121507828,13.9831548199979,11.6179043646767,26,3,97.2750904590423,1,51.8511082744744,6,24.2477291380082,64.9248830357711,51.2510540852452,53.4614746798364,45.3708671803582,57345,102467.809000763,5955.13340835895,483743,36,3279,743422,0
100029,Transformer,3,South,GE,53.7348313240765,91.5945421663208,4.89491715219129,-0.107953727305244,86.7369535740165,21.3090174646089,64.3136790604653,6.62565655025451,55,1,45.6586325177714,2,46.7687708134091,7,46.0350922437675,44.9717298538437,9.20567308545774,8.98265319827655,5.40698449654667,48858,565090.749005621,422870.48325937,436154,1,5726,951691,0
100030,transformer,37,West,Hitachi,59.7151748215067,88.9382381564533,1.47017156174958,-0.0812784131454035,54.6929727392398,33.9511616436385,63.4326863739426,18.4047416486897,175,3,44.9753724588579,2,65.8093472719983,5,26.1069347721379,26.229062411994,27.5859843231633,29.3762970198324,26.0367272153557,56560,680222.247645197,61704.3141855913,251663,32,1406,458217,1
100031,Circuit Breaker,7,Central,Schneider,159.774962941502,41.1526283710955,13.3643167805778,-0.178353293136813,53.8374803545397,67.4620352345854,70.6093843569689,0.760021845874072,36,4,50.7727750822034,2,147.196495249806,6,47.5838374107384,87.5017741673572,52.5174536169045,34.5892398868928,4.5751331325858,89930,161277.045427906,231727.242874296,958352,39,1989,477338,0
100032,Substation,21,South,Schneider,117.671992933926,93.0106523042301,9.02820253045452,0.0371022659941701,47.2470027954069,4.190557551629,92.5988988025339,2.69466192355072,31,2,0.40084736478051,4,32.3613145997905,4,16.0108745309288,84.4998191587708,101.375846604835,19.7410929021612,98.1907847343613,94803,437495.563664773,263114.547218181,361139,7,1591,864679,1
100033,Substation,9,East,Hitachi,130.134728734468,39.304652981345,12.7705797040806,0.0297955220456696,61.4612017341301,6.32274704778615,8.81678348593282,19.301506588775,11,1,40.7640593788476,1,21.1803839917622,5,23.3939315382357,82.6424500412644,54.9644697896803,14.7915539658518,12.2248295824281,15447,961075.493121856,45281.7363935793,277410,24,7151,466846,1
100034,Substation,39,South,Siemens,88.2238435875011,42.3958373507036,0.496541959750487,0.268604400917658,75.1221909251272,51.5308282694315,60.3831579457465,6.89734567471727,15,2,28.6048023950036,1,58.9650659991972,1,26.0653839342401,47.8918305964554,37.2719461900494,16.4295466492655,14.528838301639,47780,219609.376140647,19937.6871722402,128383,22,5571,832422,0
100035,Transmission Line,18,North,Hitachi,31.3991032958542,88.6692657682314,5.50902418217119,-0.271826808948325,75.0012619209238,,71.5500309813831,4.55507470450564,62,2,93.7052931564741,1,66.9708081156083,5,26.8817346622086,38.8529774417635,46.9892017912497,40.1920602677261,37.2204589950259,11935,319312.01583567,310994.606305949,428348,47,7756,270837,0
100036,Switchgear,4,Central,GE,105.399255146098,86.6211901449566,6.05139666226348,-0.320339044768976,88.4178417421004,13.9345485417789,8.13027173222691,19.0889534585168,173,5,38.8274102326548,2,41.8540434799769,5,46.5082260265722,99.3819996762168,34.5708491220003,79.0315410074348,45.8117040907065,15135,176255.554128089,273779.439906474,974904,31,1457,991008,1
100037,Transmission Line,25,South,ABB,57.0011103357464,58.1757658549207,5.307272493264,0.0422350303655647,69.2648466352165,14.0191644845694,48.7934953354166,15.168029891968,114,4,97.3758998456027,3,22.0753792140677,8,27.3226853555641,71.5413274187022,3.51219264426617,14.4949326551228,44.9596301094583,40162,942096.784869955,201277.770124617,262746,34,9192,255483,0
100038,Transmission Line,14,Central,Hitachi,144.529942864667,42.232190480568,13.2268495970575,-0.217473694296705,64.1277548462695,63.3843967735488,44.0303867862686,11.1428125265917,122,3,,4,34.0899054270537,1,42.7693217949806,35.6110489097757,111.802175019883,42.1243092556771,36.2292915056176,96824,627386.137607132,356939.82065317,870321,25,6777,423873,0
100039,Substation,9,West,ABB,59.9876455798163,45.0728656249641,7.23047882739462,-0.0588955121055694,68.5185297570667,10.472462707249,76.0961745631197,11.4336179442943,10,5,72.5441752563392,1,15.9540258518641,3,41.9671680107333,48.9911183355621,102.000937844445,46.1597950474449,38.5581534510506,49744,675483.494147961,139867.948503877,303173,4,4722,491690,0
100040,Circuit Breaker,26,North,Siemens,99.8036609017354,98.1824547834326,6.81591313037944,0.191882304349026,75.2432068953326,,61.4448991843001,2.5276665526441,147,3,4.68489462484154,1,31.1388805108502,5,17.4479322526956,56.4037689307919,108.574351255046,10.8235776868223,87.6275943536326,79917,272562.157288283,85388.4151621332,201807,32,2082,955858,1
100041,Substation,2,North,Siemens,119.475922839759,34.862929486438,14.8403839601978,0.343147705364155,84.9417100713327,34.533437432589,68.548539755833,3.21368571284373,72,2,25.6193147061484,6,40.4436297217061,3,33.9867857839884,47.9192201131558,78.3182123427096,21.0617574444428,59.5234529963516,50968,180583.717073226,119069.879385287,820059,32,8337,731589,1
100042,Circuit Breaker,20,West,GE,286.325517324303,55.7391575878133,4.54053931151416,-0.0795842847026517,59.5292173041336,27.4425375808962,28.0788840370496,7.76763765734543,121,5,,1,53.7014219793523,5,10.4482296285599,70.4549644877436,89.4563294027512,3.33974286498069,4.33914024256121,17424,447711.240104796,201747.591845863,335705,20,2917,899870,1
100043,Transmission Line,28,West,Siemens,86.8046919665285,74.3673429117063,4.06422190947735,-0.366840674140741,82.1073681465399,82.4014722667533,48.4769928233753,10.7918483393553,167,5,85.3402217290701,2,95.0865845966569,3,38.9764454491289,22.062941766951,74.2702148930657,44.7279427335232,72.9930647659055,14639,436648.576467716,6714.10477962175,209971,18,8706,614996,0
100044,Substation,7,North,GE,88.6198600272152,84.1834374814432,4.07116764451842,-0.281438684425446,68.9519126782662,15.1703715948248,25.3221650535271,8.02179764171644,75,1,78.0620183833005,4,35.9960659904815,4,24.947520008856,20.633286869738,36.5712197554841,46.2880153471261,88.2659090604981,5559,27997.6031619914,375810.637639145,677994,32,3919,894760,1
100045,Transmission Line,8,South,Schneider,145.112336043275,77.6673046967758,0.647710956453735,0.178719988381789,67.2391799740156,87.7607033571125,16.7422788853585,4.49274228373872,51,2,70.1421722334978,0,13.4772504127426,4,43.0833139932039,37.5881791085575,0.609708387035063,27.8655335387422,50.4574704926698,69131,82210.1611681602,315779.695547847,886910,40,4815,267258,0
100046,Switchgear,35,South,GE,81.8957132758977,55.143878624957,11.9843982853537,0.14149103455568,79.1419972535573,18.8167351904532,32.0046808402393,14.7643829743924,20,1,33.3107104468099,2,47.4383431296933,2,32.7000784705994,55.9142228336743,68.1001565806032,20.3038136163522,51.7144325155367,84176,329242.24397569,311089.232420561,155956,27,4774,628831,0
100047,Circuit Breaker,14,Central,ABB,73.8807701536466,46.3985024771553,4.78497362012396,-0.168208430855157,81.0446807242572,94.4505812254384,86.440415972515,14.154147564982,31,3,25.241519712425,1,48.9958980417712,4,26.5307424564915,75.2850494625557,52.1152081721027,24.4733079706967,37.109815032229,97486,260722.82359694,39660.8090814388,158503,42,9685,592858,0
100048,Transformer,17,East,Siemens,64.8311745363023,83.4331675553362,14.9729986976111,-0.0216289490801971,61.118833861157,76.7407762810296,93.297125875796,11.3083361237532,2,6,18.2755906682323,2,63.2267744315985,4,37.3025586262244,57.5546700778633,72.8347210374956,29.6136947444531,51.2226280836462,40510,252904.308017944,288917.379010168,512955,44,6320,917033,0
100049,Transformer,36,North,ABB,93.725319879577,59.7140626339871,1.0225265315383,0.407803442882343,61.7663291780863,19.8000715097432,49.4879225154044,14.1327114869318,109,2,47.6705108609341,2,56.8285804987765,2,39.0228812162337,81.686424959072,54.1095689699662,42.3932177298125,55.8753113584453,31067,637420.628667247,216716.161169008,134687,4,2255,242775,0
100050,Transmission Line,4,West,Siemens,69.7903852546831,38.0964621639717,8.43270215925924,0.709821849599017,61.9490703473144,,81.3520115415176,18.4121369113207,86,3,,1,39.0050331508246,4,38.1769627502303,78.6253438322992,65.4426090357531,13.771812727358,48.3174645646537,79906,199461.956144646,201295.569412236,963358,47,9232,484926,0
100051,Switchgear,2,West,GE,165.393514022267,98.3000468528238,9.83361037944969,0.440128693262553,49.2457674221143,90.5001384876266,71.0145128852782,18.5351501053879,154,3,84.8621483443739,2,26.2099930709229,5,17.6333196124742,67.0884303606161,52.1784207599376,30.6366020909593,77.0830077830145,86933,563066.814176269,474266.742845244,953290,15,6140,202500,1
100052,Circuit Breaker,6,North,Schneider,127.868131849426,84.4638897551739,9.71096574013108,-0.159022544570948,70.7374905294003,86.9060822591069,25.5793265614535,14.5004793935991,33,2,84.5903816170432,3,71.8752768974013,7,17.5361486136182,91.5506662333516,27.8605905457982,19.3456240301986,6.28268995825352,4417,498445.630746668,349173.988381831,152272,38,3231,854861,0
100053,Circuit Breaker,4,North,GE,97.3726216001873,74.1952175195789,4.27063432937086,0.1705978755284,84.9651950648421,85.5571742862211,96.0530014187199,8.65463085252171,169,3,75.953165096884,1,114.464851458543,5,46.3711023717788,60.8659230216202,23.6840096696877,43.751748824233,62.4682423638065,56535,732231.937806649,216169.25345593,468183,30,6669,358346,0
100054,Circuit Breaker,29,Central,ABB,93.0941722264174,53.2110699337639,8.27749972934585,0.157222397332776,70.3070853324916,83.215493985357,86.0775245431674,8.53776560064814,111,5,56.659226384724,1,34.8718924384204,1,40.7078530434678,38.8225527332308,35.5612423639625,17.7401156684215,55.5443506692847,8068,393688.036904785,122341.474956256,735910,5,5227,631872,0
100055,Transformer,18,South,ABB,62.9368477160311,87.5686933886099,13.0459634857152,0.0873628191217435,56.7730168277108,56.1780286038419,81.8235337653637,6.56402325756603,117,0,33.7450869550047,3,74.5768316689535,4,16.8303174250107,58.3375439918206,66.2967690432626,59.7594588079066,10.6266118523856,43453,381101.36739156,260193.883949981,914862,31,2226,562815,0
100056,Switchgear,26,West,Hitachi,87.8901268917962,46.7022342246665,0.940204891523953,-0.467108201239039,95.7462537098387,54.9841842349182,32.0233700036109,6.29903578976109,67,2,88.9711010502363,3,27.932945508789,0,46.8464751252077,63.4681464194849,103.37731044641,42.0329928131985,9.55273071806794,6013,818995.339871202,149895.027131152,810280,39,6937,538526,0
100057,Switchgear,34,South,GE,83.778734599813,33.2073284718002,5.36199899520789,-0.0214707556284188,60.0561270919384,71.0069692172366,15.5109524916284,1.18788114445133,126,3,42.2366085377311,2,36.4782057325533,4,10.8978087410915,39.8920158152088,41.1540733203291,22.6211249678372,90.7476993364061,1746,828026.252018249,387463.733192673,218178,39,7624,428876,1
100058,Substation,10,West,GE,199.937964658578,56.8393345380428,7.92304486425914,0.0161516375503878,53.6914591748096,94.9016467194336,40.6170565088074,3.1329100819004,35,3,34.6246265367534,3,50.8194175393829,3,49.2094741495381,20.4791117906434,3.63667809094604,16.320765810648,7.5502709963678,44999,153286.22825156,27480.9728006791,177250,40,3790,710523,0
100059,Transformer,36,Central,Siemens,81.4010883529586,78.6328491071097,10.832996954974,-0.332201033436599,94.9822150522822,47.1003044613081,24.9932011117046,16.9915939197918,150,3,76.4987129042079,1,72.4131545292481,4,19.565810863606,87.8642807076147,54.4840200026649,59.2922342644989,1.67010516820497,19312,910407.238568362,20790.2628310912,862792,6,3497,438474,0
100060,Switchgear,14,South,Siemens,113.652447083436,96.0983529613652,3.7499095168405,0.256715637962355,73.5746762255797,73.6981725589062,55.8167944932739,10.5726070764015,35,6,15.5422839373735,2,185.822924477739,8,28.8078041016894,68.5091295557827,14.6062839247124,30.4783681463186,26.3793851918889,44135,463314.614757855,245891.825246353,664843,1,8597,935868,0
100061,Switchgear,31,North,GE,116.638393876144,48.2586177439685,12.1864515063305,-0.262858664668077,66.7522377162711,47.367829111946,69.4137405528821,13.8657843818994,155,8,64.251248936843,4,122.919122354497,5,40.317655568475,71.9596295777455,60.3315087843124,28.5988235348286,45.8271993194237,4039,883819.405824516,327725.319228667,735868,23,1593,683956,0
100062,Circuit Breaker,15,West,Siemens,56.1166946093904,35.3635246129328,9.67427862315108,-0.122691192485457,90.4057903649346,,14.3458748508408,8.63346700455815,118,5,96.9413765133351,1,70.1359595169387,2,19.4945635074591,30.4261850481557,95.4013883037274,65.9308427024953,3.59840381811975,20990,614255.742491456,471597.436471043,127994,21,8598,675550,1
100063,Transmission Line,8,East,Hitachi,80.5792957248288,46.7123740877095,1.43267554309107,0.150355820420863,69.8485553113517,29.2182266388603,11.0412227558939,2.31783946246243,1,2,49.2733646239422,6,87.5567654855438,6,40.6431430902257,86.2283384191701,93.0199317557853,11.0688919350697,89.2757851832954,31836,219974.81415753,297227.718518807,418623,15,5550,798579,0
100064,Switchgear,14,East,ABB,126.395905937918,82.064867896886,9.87024824607457,-0.395672964353816,34.7977000672621,80.205971989338,25.9329366958903,12.3966090058545,85,4,7.42899890250389,2,65.9356872567183,5,26.6749427266109,59.1937483087868,59.252325677526,20.4274684202398,22.5863652427944,33715,463876.545033522,138608.743797515,406081,10,8510,846514,1
100065,Substation,23,South,ABB,52.8317931310056,66.2221390952239,10.3440307085928,-0.610093844035448,72.2826050724137,28.7329131464952,39.9169397128926,1.19955312644977,173,2,87.2665891433397,3,75.752967767705,6,22.3805339447316,24.3653927535609,66.4275632042427,37.8790376304912,67.0878208052783,74626,130493.451976129,298101.233921595,720894,22,3226,121830,1
100066,Transmission Line,21,West,Siemens,222.056706406481,79.2025522756045,10.264314203171,-0.0768294857958478,51.0296089919447,16.0755037522243,64.1281838992624,7.93012807688427,20,2,34.7810283862941,2,41.5137746325076,3,12.3833107344442,20.1737493741706,40.1473990878816,71.16002915495,11.1695503354974,90635,763049.853953332,354539.234768423,360789,5,3737,207686,0
100067,Transformer,16,East,Hitachi,96.3321099037146,98.7213341886979,9.16119717609028,0.368285583542599,56.1910446366067,29.7654837836076,95.1748508623498,18.0339973914714,150,3,77.0065930421334,2,36.9944374513471,8,10.6335329511884,47.2733536443463,102.743925141427,15.3656251064282,60.012112250896,13301,752743.68456324,284430.929598809,824493,49,1497,777863,1
100068,Transformer,18,West,ABB,69.3419842495564,65.4829326277182,11.3834307717861,-0.0846891903528802,64.8568282992673,,85.5962011064761,1.57189956599304,107,3,70.0349639751513,1,75.1179497278697,2,44.673344245447,52.243457576194,24.3697597095036,19.5191826861644,40.6764612725757,67872,371158.501918685,23546.4015491129,744658,35,6227,964615,0
100069,Transmission Line,24,Central,Hitachi,47.6335714617721,36.2280825567697,6.01908031061417,0.083587319457478,64.5603617320253,,42.483922182286,3.16149387600557,65,3,18.0694867781869,2,18.8704125940887,4,15.8841960194482,81.2267910292116,23.4329081825187,14.6290872706149,35.7129856501793,70782,211310.812217052,221929.425921115,880090,46,5966,908573,0
100070,Circuit Breaker,26,Central,Hitachi,179.573496167771,91.1082043980335,3.2006263320969,0.662352847386008,78.1017402646779,65.8868554924772,37.6849828372854,16.499841474519,7,4,52.8875068359585,3,20.2000556172361,4,15.0676087627961,86.7021587749732,54.2980762659276,23.8280353615532,32.0053779718479,89795,475683.745845775,243479.032038642,190961,20,7169,613860,0
100071,Transmission Line,25,North,GE,83.0689027853014,38.0758134345934,13.3507968359627,0.0193246497315336,64.3206950997896,96.4447657474611,3.62656188993939,2.77635175820237,161,2,56.1378007845766,1,45.6124678701693,5,12.6855466825258,94.4787381733596,83.3450845275111,21.2125526706807,56.033553612814,83967,766462.771723557,117834.140260648,613783,20,2947,672287,1
100072,Transformer,29,South,Hitachi,112.642460434773,58.1917355015857,8.12309120586923,-0.11359473470349,69.933999102935,64.078911610455,73.9961501993053,15.2818603188671,121,5,56.9678068806836,2,55.9071319704974,6,18.4180440258019,44.1283993826163,89.6916951253269,22.1984529897296,69.6661168039204,20213,842081.667948364,43018.8906591531,916535,8,3112,830718,0
100073,Switchgear,15,South,GE,51.237964497183,98.9330668904489,3.4025388903068,0.105536354061029,77.2914231546743,68.1390189698931,99.9684107302626,15.2293170842802,35,2,60.1062645227907,2,46.3669670567167,5,30.0370158554904,30.6703462107677,91.7054393696978,30.6222575346907,1.57511711943052,8869,190026.472117459,28938.6272278934,721861,39,2502,308939,0
100074,Transmission Line,1,East,Siemens,64.5459469521224,55.0835957314649,6.83567638343985,-0.308945802934711,64.0171300966124,81.6272743955504,51.4796589156245,18.6697957592775,18,3,70.4364447794992,0,25.3044994695057,7,36.1107325704724,61.4267785571734,87.1916504429148,48.0137996097158,2.32866479508833,10741,495779.921343657,338501.384225605,439312,43,7136,962602,0
100075,Substation,25,South,GE,141.062752937285,65.3300250443358,12.8391044149122,-0.39957202347805,47.5601562711724,67.3605236449376,96.0271947288392,15.2178185869103,5,3,25.0575284340137,2,52.3415008085045,4,39.1134969843476,20.1143795312942,55.9890768224842,12.3641776878702,98.7793204315143,50814,930177.62802939,193185.477913338,608452,1,8959,949281,1
100076,Switchgear,7,South,Hitachi,177.282088280663,98.3592469741094,2.52555439343939,-0.557244441260708,67.0396668434648,1.50119618570824,17.0115533629383,11.6967804946844,34,0,10.7960400503477,6,30.4489630314045,9,20.4549525812328,54.9130422589072,100.441775596913,24.9887551957031,67.2984891912877,41930,280265.752942713,186513.842351912,664144,41,2830,677880,1
