asset_id,asset_type,asset_age_years,substation_region,manufacturer,power_load_mw,load_utilization_pct,voltage_fluctuation_pct,frequency_deviation_hz,transformer_temperature_c,oil_quality_score,equipment_health_score,vibration_level,maintenance_overdue_days,maintenance_events_last_12m,inspection_score,previous_outages_12m,avg_outage_duration_minutes,customer_complaints_last_12m,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,storm_risk_index,customers_served,estimated_revenue_loss,regulatory_penalty_cost,legacy_asset_code,grid_cluster_id,monitoring_batch_id,administrative_reference,grid_failure_flag,failure_probability,risk_category,business_impact_index,maintenance_priority_score,priority_rank,recommended_action
143179,Switchgear,7,Central,Hitachi,137.085833827522,89.1790437490428,13.1808121485938,0.403689301290785,96.6884244539411,13.1616005351868,58.9802776948959,11.3503091380696,101,1,29.9528402235312,0,64.6966823568306,3,16.8224917481819,29.0839711861951,15.5386129611647,61.489647813348,10.1108192343672,99777,490617.839196642,388709.743281678,535872,49,5526,376214,1,0.9864229746907814,Critical,0.9977777110423737,0.9853269162486793,22,Immediate engineering review / inspection
117518,Transmission Line,20,West,Hitachi,64.3853831670294,93.5775461900344,13.6949649540498,0.168864415311302,62.7968323387974,35.3631722190519,32.9059187868401,9.7792000128524,103,4,5.5383194392394,1,30.1034482057767,4,17.6237594077649,63.4344719760866,33.2622591110105,19.7708253814532,33.4315351962931,97036,386403.378983343,393931.998763743,359719,14,7584,454212,1,1.0,Critical,0.9703394496331221,0.9851697248165611,23,Immediate engineering review / inspection
122828,Circuit Breaker,33,East,Siemens,133.536361175658,88.7166867182691,2.73544673418604,-0.0785354412542527,60.39743513319,48.6961281281882,20.2455870069966,1.10551747202428,159,4,3.94808040203225,3,74.079329691631,4,17.3396941383025,49.2095582246749,76.4545777160678,68.4447033127293,83.8681855705986,96921,941825.490778122,82536.3257221972,359321,31,3501,783079,1,1.0,Critical,0.9691882639118292,0.9845941319559146,24,Immediate engineering review / inspection
149274,Circuit Breaker,27,East,GE,98.2563103265774,91.4339828724842,11.7111758254197,0.53375592872753,79.936973310234,17.1555523344043,87.170292392402,12.8724541165143,143,1,47.570086843523,1,26.3961554835758,7,18.9350745786963,23.5768063688307,50.7835869761574,15.913072984732,70.7520132967296,96858,4884.89786601123,464223.508075956,943860,5,1092,221229,1,1.0,Critical,0.9685576143427731,0.9842788071713866,25,Immediate engineering review / inspection
128669,Transformer,36,West,Siemens,43.1594850475001,68.2538231369187,10.3999588926961,0.141673229635115,72.2877304201145,20.0784384202194,18.9721193709244,11.8700177958225,115,4,29.0429296934874,6,145.303862976117,3,12.6575896641717,86.5898262793914,6.44548488669126,14.3590373230783,14.2517562538612,97794,389864.789616302,4719.3458972517,802220,17,5454,703832,1,0.9947254583886349,Critical,0.9779272650830355,0.9837473027095508,26,Immediate engineering review / inspection
111330,Transformer,21,North,ABB,91.2964876293279,64.890460121627,8.81113234152743,-0.0600219869685121,81.1951496078516,37.8941311607815,28.1310168059451,12.932359372005,154,2,16.7724927987492,3,37.4504114370101,2,19.1854283239016,56.2345771991507,23.7680687096252,19.5963014433029,80.7399674909941,96622,270462.487743059,69493.7862743015,955067,24,3435,781933,1,1.0,Critical,0.9661951810364675,0.9830975905182338,27,Immediate engineering review / inspection
102677,Substation,39,North,Hitachi,200.489298140863,87.8153274312658,13.1413091242923,0.373246230971124,55.0393548269031,52.7771762559162,21.1510301382385,12.4670078508788,172,1,45.1301355585228,1,54.3183022702177,6,45.2501678789402,38.6163556502284,119.931058753819,33.8703603361153,83.280881042532,99414,932503.445870153,157006.43759502,572775,42,7629,831832,1,0.9858735537828791,Critical,0.994143968287336,0.9829869003850644,28,Immediate engineering review / inspection
122992,Switchgear,24,South,ABB,105.960036648101,92.9633785887307,14.7078897465871,0.265436027403978,51.8583440027657,84.7075317065673,12.9768486804131,4.60522063723804,92,1,20.2936208451452,3,31.8743405608114,5,22.7834935735805,87.2300592523196,45.2263795541318,14.6618113200895,85.3452764326497,96547,981850.964042775,23601.3400488746,544483,46,1449,663535,1,1.0,Critical,0.9654444077399722,0.9827222038699861,29,Immediate engineering review / inspection
122875,Circuit Breaker,15,East,Hitachi,201.401193298257,48.4034426885882,9.29305121478159,0.149781179789118,62.4929374503618,42.259247977234,19.7993080594504,10.8312800154249,151,6,35.2216919836395,3,27.5605294715759,6,47.5464653559427,76.4672589550286,73.6612382884463,44.7515329253054,83.7822946369736,96545,239190.293553269,476232.35923383,777197,24,6626,632956,1,1.0,Critical,0.9654243871187322,0.9827121935593661,30,Immediate engineering review / inspection
148709,Transmission Line,7,West,GE,138.88227738446,59.7652162791439,7.84123722546428,0.158082043388848,113.125954922865,23.7850920396673,16.194695881139,9.52346120644178,78,7,34.918016369024,4,60.5489464426348,2,28.5198449170795,45.9303656233371,94.0022143792651,13.8325563803551,89.0873359604676,96393,781593.129455874,494809.23272347,278082,25,3829,499655,1,1.0,Critical,0.9639028199045017,0.9819514099522508,31,Immediate engineering review / inspection
111888,Switchgear,17,West,Schneider,59.4679826003431,99.287921442326,8.52632177362429,-0.0700616707267872,70.305642835119,28.3263667109525,9.74754551375248,5.57115182404418,62,3,38.772107265945,0,69.3244826084066,5,24.4706901992196,40.8803769911321,79.3786310780109,34.5459770292771,81.5684267103129,99115,912675.174396975,356072.54120607,432174,47,6580,397027,1,0.9858117647058824,Critical,0.9911508854119744,0.9814499840718294,32,Immediate engineering review / inspection
148620,Transmission Line,8,South,Hitachi,21.9439960966822,78.63074420093,9.71774823153649,0.14373076934854,71.6033279094326,,5.46849151925343,7.9191912372742,106,2,3.50965936154439,0,46.8502608467994,7,44.8583321277452,53.5083900087387,86.2001512761697,49.878844300607,75.4597840390188,96291,459101.493892907,395476.893742564,421892,43,7577,704978,1,1.0,Critical,0.9628817682212679,0.9814408841106339,33,Immediate engineering review / inspection
115081,Transformer,19,Central,Hitachi,72.1064539803189,71.434665601134,12.8051989522895,0.0993493684534171,66.4725534152375,7.77346123681207,36.1339497882617,4.33579986977292,110,2,66.8752012849841,0,105.797286117828,3,33.429743863207,47.65256970001,110.49101077563,14.0745893490296,6.71038094607764,98079,502011.436634602,48889.7734719637,596145,40,3720,713194,1,0.9908475660653681,Critical,0.980780203609718,0.9813256218285766,34,Immediate engineering review / inspection
113734,Transmission Line,5,South,Siemens,57.0833100621505,98.5184834901264,7.94707902704531,0.116083752039359,58.9746737856343,7.67412873091327,60.9754968472865,17.7925682344707,107,3,31.8170666994897,2,77.7621369950356,5,32.0788430537451,47.2711351423141,47.0282937234283,30.6415334052388,91.6666808639843,97267,146928.087375909,24075.9701765216,789466,45,7909,323278,1,0.9946955541843737,Critical,0.9726518313863279,0.9810940033168216,35,Immediate engineering review / inspection
140372,Circuit Breaker,23,South,Schneider,42.793304787158,47.9080478611082,11.3948162327734,0.232559133607709,79.0100196271864,,1.24926228681059,16.6148107879813,157,3,4.35999253432987,0,122.102742061551,1,34.2824487925694,83.6199682109423,11.8163545560403,37.6219516469366,94.7245330987613,97487,169164.880110283,137701.391447638,546836,21,9619,963161,1,0.9933473066596434,Critical,0.9748540997227144,0.9808580005026566,36,Immediate engineering review / inspection
115232,Substation,20,West,GE,34.9562550066954,98.6347698311511,11.7905840397533,-0.375749523312242,68.5018558248893,42.9543518674223,34.3418537865445,4.6082721096701,165,4,67.0641933881549,1,55.1461094101485,4,38.0026054409374,84.6280201250004,87.8358024485739,15.4290830547149,88.8068571457942,96173,769032.903851026,25313.3316670558,622239,15,8236,304381,1,1.0,Critical,0.9617005515681152,0.9808502757840576,37,Immediate engineering review / inspection
140955,Transmission Line,14,West,Schneider,130.893941691312,92.3823280769099,13.0964022613024,-0.115905412239982,79.7008101144251,,10.2374704969284,7.86454272633784,142,3,55.5208730101154,0,31.40225519149,5,21.145415749728,24.572140928389,70.6030252182928,50.0980438051737,75.8871355859376,96149,160972.871853932,379369.475821706,650723,37,3902,760768,1,1.0,Critical,0.9614603041132367,0.9807301520566183,38,Immediate engineering review / inspection
101956,Transformer,4,Central,GE,44.4375584759719,41.7596685686065,7.87330807839507,-0.217623561779607,68.2978570010663,87.2838521677815,28.4170489613189,17.4349056641623,116,4,,0,32.7950160792783,1,37.2310709019579,39.0119281427553,96.9429600207903,18.3439491971459,75.9387698297599,97436,478167.40632084,71069.5190291333,180021,7,2085,168369,1,0.993173543242088,Critical,0.9743435738810975,0.9804329014243683,39,Immediate engineering review / inspection
102689,Transformer,38,West,Siemens,88.5942032274135,73.5481836153944,14.9282259393952,0.392732922963085,71.3254104604791,28.9736221470196,9.23218305737136,16.4679843805307,122,0,4.66444552714991,1,47.3345198909806,5,25.2720389647323,74.3088716046231,67.6674075044329,17.7203035475767,42.0726932008049,97372,656228.635257967,79430.5812420558,695803,41,3373,678124,1,0.9932604896388656,Critical,0.9737029140014215,0.9802005613813539,40,Immediate engineering review / inspection
132398,Transformer,14,Central,Hitachi,82.7318918933505,35.2326427160529,13.9734578365416,-0.180912772261474,57.5611886960845,22.6778722444876,7.96575296852926,8.26046816048679,147,1,98.1909259389286,8,28.0201414680534,1,15.5694476129567,24.827914224464,100.62488795389,4.62326126627615,96.3702399982918,96036,355570.484862844,13604.749157977,948725,48,6045,566172,1,1.0,Critical,0.9603291390131836,0.9801645695065918,41,Immediate engineering review / inspection
113625,Transmission Line,15,Central,ABB,111.397627822851,44.2969826061863,9.76970967808799,-0.16719516894193,81.5535505777887,2.90998801031868,10.8990945405405,3.55070375507893,177,3,40.1005104298612,5,70.0063164803282,5,26.432236262537,44.5535996814533,101.898675163232,50.3793696473417,90.4970552251715,99443,341015.716440158,470415.23751087,845967,36,5711,956447,1,0.9822535538373702,Critical,0.9944342672953141,0.9795200734729269,42,Immediate engineering review / inspection
140591,Circuit Breaker,18,Central,Siemens,81.6134710665861,89.1036094787201,13.2014012609704,-0.144164073014679,55.5101010828896,14.7478419671012,22.5019943600607,11.7321679858963,115,2,35.9690378852545,0,117.419511661646,6,13.7983433112901,59.296490333625,91.6078002013967,55.317384871473,53.0153972982102,96494,936255.750548922,497485.106629097,592057,4,3460,188719,1,0.9963354603463993,Critical,0.9649138612771154,0.9788566782582779,43,Immediate engineering review / inspection
100210,Transformer,39,West,Siemens,181.224585885718,71.6937813785121,3.96411275133553,-0.0854002876644406,73.994865119502,0.192366070555283,38.1731606232273,2.53099857856739,106,9,36.2429018835236,2,24.9608526516966,4,42.6634202052261,49.2704815908505,76.8102263538846,9.53789625497217,72.2679290526517,97528,19488.811331527,66190.8263461472,194583,49,9448,283065,1,0.9909232427254221,Critical,0.9752645224581319,0.9786677629173473,44,Immediate engineering review / inspection
145098,Substation,38,North,Hitachi,214.423842063346,64.8603661674642,2.81993300759631,0.497990909236149,78.0272421156284,37.8369464538339,13.1354249578599,11.2172016077946,157,3,10.1701385477628,1,49.5888846919167,4,20.4719541626543,36.7829645807542,34.8613595169858,14.5558145843726,95.8804478628454,96566,62579.0143010978,315111.960086111,389689,31,5848,595533,1,0.9956606267055972,Critical,0.965634603641751,0.9785524906680769,45,Immediate engineering review / inspection
121056,Transmission Line,39,Central,ABB,95.7303556668776,59.5141307817747,8.6238216317988,-0.749967751127869,80.5062205221118,11.7533968501798,12.9714324320013,14.2527657149587,158,0,37.692193967337,1,37.1998025199778,7,38.9449421887637,40.2183905921284,43.1985923301163,6.83411540128674,29.495494956154,98852,223867.750383376,33095.8236938024,520615,41,9194,956011,1,0.984136636432956,Critical,0.9885181737189305,0.9784867934847763,46,Immediate engineering review / inspection
103568,Substation,21,East,Hitachi,63.9987623407846,88.7036918730416,11.125404630109,-0.272225451660271,68.4151817428746,27.6226337619231,37.8433740735648,18.836959772215,152,2,20.0200016392428,7,14.472258490921,8,14.724593944573,68.6429817384441,23.953244527431,14.508275420889,98.3653894884449,97498,364702.221234836,286742.641679644,175815,19,7058,817961,1,0.9907837630839929,Critical,0.9749642131395337,0.978381237525302,47,Immediate engineering review / inspection
119095,Transmission Line,22,Central,Hitachi,114.960153054952,96.5222319307039,12.5906340370692,-0.11367951298659,76.9505253468461,0.858200183102664,67.5380121804061,6.7236411220668,150,4,26.7278515608661,2,88.7443693984949,2,18.2398368495304,46.1501331211192,93.5170154095237,11.9854209618486,79.2763688856877,95578,261854.239864256,417914.932426157,524434,23,7368,904626,1,1.0,Critical,0.9557444167492517,0.9778722083746259,48,Immediate engineering review / inspection
142878,Transmission Line,4,North,Siemens,108.945906749463,64.3417723530529,5.80694847538095,0.0675560328916172,54.4660307545247,91.6422476012731,20.0980825961371,6.32315493234088,92,5,12.9564947809186,1,29.0560217568056,8,40.5675428186268,74.3426211129696,72.7300645230324,39.626811904152,89.095473367315,98757,561249.285061856,127187.415109965,237480,6,6454,767589,1,0.9836698182059318,Critical,0.9875671942100364,0.9775549303003302,49,Immediate engineering review / inspection
117553,Circuit Breaker,15,South,GE,107.273911566023,98.3391631235538,10.5622673975731,0.210688795623154,73.9255609150918,3.43470745469061,25.9624961106063,19.3657640881028,83,5,20.2584832360466,2,59.7418906869574,7,38.6755305406267,65.793971815955,82.7314514132525,20.2276833006676,14.5217887212464,96804,336300.650978727,52202.6639096363,829645,30,8429,151937,1,0.9933473066596434,Critical,0.9680170575692963,0.9774622217983485,50,Immediate engineering review / inspection
