asset_id,asset_type,asset_age_years,substation_region,manufacturer,power_load_mw,load_utilization_pct,voltage_fluctuation_pct,frequency_deviation_hz,transformer_temperature_c,oil_quality_score,equipment_health_score,vibration_level,maintenance_overdue_days,maintenance_events_last_12m,inspection_score,previous_outages_12m,avg_outage_duration_minutes,customer_complaints_last_12m,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,storm_risk_index,customers_served,estimated_revenue_loss,regulatory_penalty_cost,legacy_asset_code,grid_cluster_id,monitoring_batch_id,administrative_reference,grid_failure_flag
100018,Switchgear,38,South,Hitachi,149.5371383,85.43441305,8.084807009,-0.113659931,90.33765566,1.951076264,36.53131535,5.459299455,171,5,86.99167522,5,88.99627028,3,14.7563269,49.2699882,17.04754638,0.688878856,89.78563685,62602,900611.2019,216126.5033,616101,27,6959,989945,1
100019,Circuit Breaker,2,West,GE,81.31576618,80.34529114,12.62231289,-0.098128458,64.24064233,,60.20500167,11.31369689,95,3,61.55241351,2,118.4947069,7,23.56790696,37.29347587,16.14372057,31.29034312,49.41631217,50856,31542.07966,394050.1989,917289,10,3087,273359,0
100020,Transmission Line,21,North,Schneider,57.11484983,43.24630799,12.29934286,-0.101210183,50.55804468,52.4072927,12.76617,10.1212448,14,2,32.62409981,3,61.85349444,3,37.63658118,66.02468332,60.6967125,47.45895151,63.05787129,78895,983015.1921,178361.0032,970382,16,4448,112119,1
100021,Transformer,33,North,ABB,104.0624949,61.16128037,14.04074026,0.067681681,67.84537099,5.945394881,72.53423503,17.61454544,65,5,72.8394404,2,51.15649772,5,33.84439126,72.1736651,51.40478343,65.88490325,79.71419402,91505,419699.9851,387117.6261,166107,7,9720,520115,1
100022,Transformer,12,West,GE,139.3184268,54.72272255,8.799410847,0.425983628,57.53285464,80.87485794,71.61727197,11.19397916,159,3,11.61133744,2,75.6453804,7,37.38653148,65.98758094,84.3825907,12.74451722,90.94846895,23235,780284.3632,299075.6912,904912,31,8825,326619,1
100023,Substation,22,West,ABB,52.36069889,84.32765964,12.72791201,0.139051024,84.83714651,14.59290053,14.92643007,11.0466175,132,4,15.99652206,1,26.87955813,5,28.35419328,62.66451111,16.12305517,38.3601818,65.2137548,62056,103877.7371,33919.92397,418714,25,6199,727466,1
100024,Substation,25,South,GE,106.0810252,71.21135989,14.38259447,0.159458086,80.83157707,56.1616281,87.44730297,11.25238117,40,6,48.85401224,1,27.49250389,8,14.17520324,37.4012131,62.60785596,7.225237814,17.79739085,2505,708087.3606,473432.7368,445759,21,9750,938452,0
100025,Transformer,27,West,Schneider,160.9037468,42.99300165,4.624084813,-0.146408446,94.32711703,75.510013,56.30096223,5.1970632,58,0,11.8448272,4,14.82969851,5,21.31035662,40.46627739,67.74842773,30.91026854,82.81903574,59484,646832.8481,267311.7739,142008,36,4525,504618,0
100026,Switchgear,28,South,Schneider,161.4782695,85.1674795,1.175406512,-0.177498157,70.01925967,29.04687788,25.86179228,0.36933518,91,3,53.18303068,2,169.3012557,5,47.72263465,58.23523989,107.202585,30.12422917,30.78150698,92395,151123.4726,488771.7043,990626,18,1408,518952,1
100027,Circuit Breaker,16,East,Schneider,128.228735,70.62543713,2.513852392,-0.15743093,63.52331002,21.76503243,17.68872413,2.909398611,23,5,70.60482569,4,70.81566744,8,45.19296285,52.714181,101.1094774,31.93330236,35.69047213,17349,188580.3845,331285.4805,537327,48,4096,258187,0
100028,Switchgear,15,South,Siemens,68.77643588,88.18912958,5.226106123,0.429706099,91.26590424,32.40651215,13.98315482,11.61790436,26,3,97.27509046,1,51.85110827,6,24.24772914,64.92488304,51.25105409,53.46147468,45.37086718,57345,102467.809,5955.133408,483743,36,3279,743422,0
100029,Transformer,3,South,GE,53.73483132,91.59454217,4.894917152,-0.107953727,86.73695357,21.30901746,64.31367906,6.62565655,55,1,45.65863252,2,46.76877081,7,46.03509224,44.97172985,9.205673085,8.982653198,5.406984497,48858,565090.749,422870.4833,436154,1,5726,951691,0
100030,transformer,37,West,Hitachi,59.71517482,88.93823816,1.470171562,-0.081278413,54.69297274,33.95116164,63.43268637,18.40474165,175,3,44.97537246,2,65.80934727,5,26.10693477,26.22906241,27.58598432,29.37629702,26.03672722,56560,680222.2476,61704.31419,251663,32,1406,458217,1
100031,Circuit Breaker,7,Central,Schneider,159.7749629,41.15262837,13.36431678,-0.178353293,53.83748035,67.46203523,70.60938436,0.760021846,36,4,50.77277508,2,147.1964952,6,47.58383741,87.50177417,52.51745362,34.58923989,4.575133133,89930,161277.0454,231727.2429,958352,39,1989,477338,0
100032,Substation,21,South,Schneider,117.6719929,93.0106523,9.02820253,0.037102266,47.2470028,4.190557552,92.5988988,2.694661924,31,2,0.400847365,4,32.3613146,4,16.01087453,84.49981916,101.3758466,19.7410929,98.19078473,94803,437495.5637,263114.5472,361139,7,1591,864679,1
100033,Substation,9,East,Hitachi,130.1347287,39.30465298,12.7705797,0.029795522,61.46120173,6.322747048,8.816783486,19.30150659,11,1,40.76405938,1,21.18038399,5,23.39393154,82.64245004,54.96446979,14.79155397,12.22482958,15447,961075.4931,45281.73639,277410,24,7151,466846,1
100034,Substation,39,South,Siemens,88.22384359,42.39583735,0.49654196,0.268604401,75.12219093,51.53082827,60.38315795,6.897345675,15,2,28.6048024,1,58.965066,1,26.06538393,47.8918306,37.27194619,16.42954665,14.5288383,47780,219609.3761,19937.68717,128383,22,5571,832422,0
100035,Transmission Line,18,North,Hitachi,31.3991033,88.66926577,5.509024182,-0.271826809,75.00126192,,71.55003098,4.555074705,62,2,93.70529316,1,66.97080812,5,26.88173466,38.85297744,46.98920179,40.19206027,37.220459,11935,319312.0158,310994.6063,428348,47,7756,270837,0
100036,Switchgear,4,Central,GE,105.3992551,86.62119014,6.051396662,-0.320339045,88.41784174,13.93454854,8.130271732,19.08895346,173,5,38.82741023,2,41.85404348,5,46.50822603,99.38199968,34.57084912,79.03154101,45.81170409,15135,176255.5541,273779.4399,974904,31,1457,991008,1
100037,Transmission Line,25,South,ABB,57.00111034,58.17576585,5.307272493,0.04223503,69.26484664,14.01916448,48.79349534,15.16802989,114,4,97.37589985,3,22.07537921,8,27.32268536,71.54132742,3.512192644,14.49493266,44.95963011,40162,942096.7849,201277.7701,262746,34,9192,255483,0
100038,Transmission Line,14,Central,Hitachi,144.5299429,42.23219048,13.2268496,-0.217473694,64.12775485,63.38439677,44.03038679,11.14281253,122,3,,4,34.08990543,1,42.76932179,35.61104891,111.802175,42.12430926,36.22929151,96824,627386.1376,356939.8207,870321,25,6777,423873,0
100039,Substation,9,West,ABB,59.98764558,45.07286562,7.230478827,-0.058895512,68.51852976,10.47246271,76.09617456,11.43361794,10,5,72.54417526,1,15.95402585,3,41.96716801,48.99111834,102.0009378,46.15979505,38.55815345,49744,675483.4941,139867.9485,303173,4,4722,491690,0
100040,Circuit Breaker,26,North,Siemens,99.8036609,98.18245478,6.81591313,0.191882304,75.2432069,,61.44489918,2.527666553,147,3,4.684894625,1,31.13888051,5,17.44793225,56.40376893,108.5743513,10.82357769,87.62759435,79917,272562.1573,85388.41516,201807,32,2082,955858,1
100041,Substation,2,North,Siemens,119.4759228,34.86292949,14.84038396,0.343147705,84.94171007,34.53343743,68.54853976,3.213685713,72,2,25.61931471,6,40.44362972,3,33.98678578,47.91922011,78.31821234,21.06175744,59.523453,50968,180583.7171,119069.8794,820059,32,8337,731589,1
100042,Circuit Breaker,20,West,GE,286.3255173,55.73915759,4.540539312,-0.079584285,59.5292173,27.44253758,28.07888404,7.767637657,121,5,,1,53.70142198,5,10.44822963,70.45496449,89.4563294,3.339742865,4.339140243,17424,447711.2401,201747.5918,335705,20,2917,899870,1
100043,Transmission Line,28,West,Siemens,86.80469197,74.36734291,4.064221909,-0.366840674,82.10736815,82.40147227,48.47699282,10.79184834,167,5,85.34022173,2,95.0865846,3,38.97644545,22.06294177,74.27021489,44.72794273,72.99306477,14639,436648.5765,6714.10478,209971,18,8706,614996,0
100044,Substation,7,North,GE,88.61986003,84.18343748,4.071167645,-0.281438684,68.95191268,15.17037159,25.32216505,8.021797642,75,1,78.06201838,4,35.99606599,4,24.94752001,20.63328687,36.57121976,46.28801535,88.26590906,5559,27997.60316,375810.6376,677994,32,3919,894760,1
100045,Transmission Line,8,South,Schneider,145.112336,77.6673047,0.647710956,0.178719988,67.23917997,87.76070336,16.74227889,4.492742284,51,2,70.14217223,0,13.47725041,4,43.08331399,37.58817911,0.609708387,27.86553354,50.45747049,69131,82210.16117,315779.6955,886910,40,4815,267258,0
100046,Switchgear,35,South,GE,81.89571328,55.14387862,11.98439829,0.141491035,79.14199725,18.81673519,32.00468084,14.76438297,20,1,33.31071045,2,47.43834313,2,32.70007847,55.91422283,68.10015658,20.30381362,51.71443252,84176,329242.244,311089.2324,155956,27,4774,628831,0
100047,Circuit Breaker,14,Central,ABB,73.88077015,46.39850248,4.78497362,-0.168208431,81.04468072,94.45058123,86.44041597,14.15414756,31,3,25.24151971,1,48.99589804,4,26.53074246,75.28504946,52.11520817,24.47330797,37.10981503,97486,260722.8236,39660.80908,158503,42,9685,592858,0
100048,Transformer,17,East,Siemens,64.83117454,83.43316756,14.9729987,-0.021628949,61.11883386,76.74077628,93.29712588,11.30833612,2,6,18.27559067,2,63.22677443,4,37.30255863,57.55467008,72.83472104,29.61369474,51.22262808,40510,252904.308,288917.379,512955,44,6320,917033,0
100049,Transformer,36,North,ABB,93.72531988,59.71406263,1.022526532,0.407803443,61.76632918,19.80007151,49.48792252,14.13271149,109,2,47.67051086,2,56.8285805,2,39.02288122,81.68642496,54.10956897,42.39321773,55.87531136,31067,637420.6287,216716.1612,134687,4,2255,242775,0
100050,Transmission Line,4,West,Siemens,69.79038525,38.09646216,8.432702159,0.70982185,61.94907035,,81.35201154,18.41213691,86,3,,1,39.00503315,4,38.17696275,78.62534383,65.44260904,13.77181273,48.31746456,79906,199461.9561,201295.5694,963358,47,9232,484926,0
100051,Switchgear,2,West,GE,165.393514,98.30004685,9.833610379,0.440128693,49.24576742,90.50013849,71.01451289,18.53515011,154,3,84.86214834,2,26.20999307,5,17.63331961,67.08843036,52.17842076,30.63660209,77.08300778,86933,563066.8142,474266.7428,953290,15,6140,202500,1
100052,Circuit Breaker,6,North,Schneider,127.8681318,84.46388976,9.71096574,-0.159022545,70.73749053,86.90608226,25.57932656,14.50047939,33,2,84.59038162,3,71.8752769,7,17.53614861,91.55066623,27.86059055,19.34562403,6.282689958,4417,498445.6307,349173.9884,152272,38,3231,854861,0
100053,Circuit Breaker,4,North,GE,97.3726216,74.19521752,4.270634329,0.170597876,84.96519506,85.55717429,96.05300142,8.654630853,169,3,75.9531651,1,114.4648515,5,46.37110237,60.86592302,23.68400967,43.75174882,62.46824236,56535,732231.9378,216169.2535,468183,30,6669,358346,0
100054,Circuit Breaker,29,Central,ABB,93.09417223,53.21106993,8.277499729,0.157222397,70.30708533,83.21549399,86.07752454,8.537765601,111,5,56.65922638,1,34.87189244,1,40.70785304,38.82255273,35.56124236,17.74011567,55.54435067,8068,393688.0369,122341.475,735910,5,5227,631872,0
100055,Transformer,18,South,ABB,62.93684772,87.56869339,13.04596349,0.087362819,56.77301683,56.1780286,81.82353377,6.564023258,117,0,33.74508696,3,74.57683167,4,16.83031743,58.33754399,66.29676904,59.75945881,10.62661185,43453,381101.3674,260193.8839,914862,31,2226,562815,0
100056,Switchgear,26,West,Hitachi,87.89012689,46.70223422,0.940204892,-0.467108201,95.74625371,54.98418423,32.02337,6.29903579,67,2,88.97110105,3,27.93294551,0,46.84647513,63.46814642,103.3773104,42.03299281,9.552730718,6013,818995.3399,149895.0271,810280,39,6937,538526,0
100057,Switchgear,34,South,GE,83.7787346,33.20732847,5.361998995,-0.021470756,60.05612709,71.00696922,15.51095249,1.187881144,126,3,42.23660854,2,36.47820573,4,10.89780874,39.89201582,41.15407332,22.62112497,90.74769934,1746,828026.252,387463.7332,218178,39,7624,428876,1
100058,Substation,10,West,GE,199.9379647,56.83933454,7.923044864,0.016151638,53.69145917,94.90164672,40.61705651,3.132910082,35,3,34.62462654,3,50.81941754,3,49.20947415,20.47911179,3.636678091,16.32076581,7.550270996,44999,153286.2283,27480.9728,177250,40,3790,710523,0
100059,Transformer,36,Central,Siemens,81.40108835,78.63284911,10.83299695,-0.332201033,94.98221505,47.10030446,24.99320111,16.99159392,150,3,76.4987129,1,72.41315453,4,19.56581086,87.86428071,54.48402,59.29223426,1.670105168,19312,910407.2386,20790.26283,862792,6,3497,438474,0
100060,Switchgear,14,South,Siemens,113.6524471,96.09835296,3.749909517,0.256715638,73.57467623,73.69817256,55.81679449,10.57260708,35,6,15.54228394,2,185.8229245,8,28.8078041,68.50912956,14.60628392,30.47836815,26.37938519,44135,463314.6148,245891.8252,664843,1,8597,935868,0
100061,Switchgear,31,North,GE,116.6383939,48.25861774,12.18645151,-0.262858665,66.75223772,47.36782911,69.41374055,13.86578438,155,8,64.25124894,4,122.9191224,5,40.31765557,71.95962958,60.33150878,28.59882353,45.82719932,4039,883819.4058,327725.3192,735868,23,1593,683956,0
100062,Circuit Breaker,15,West,Siemens,56.11669461,35.36352461,9.674278623,-0.122691192,90.40579036,,14.34587485,8.633467005,118,5,96.94137651,1,70.13595952,2,19.49456351,30.42618505,95.4013883,65.9308427,3.598403818,20990,614255.7425,471597.4365,127994,21,8598,675550,1
100063,Transmission Line,8,East,Hitachi,80.57929572,46.71237409,1.432675543,0.15035582,69.84855531,29.21822664,11.04122276,2.317839462,1,2,49.27336462,6,87.55676549,6,40.64314309,86.22833842,93.01993176,11.06889194,89.27578518,31836,219974.8142,297227.7185,418623,15,5550,798579,0
100064,Switchgear,14,East,ABB,126.3959059,82.0648679,9.870248246,-0.395672964,34.79770007,80.20597199,25.9329367,12.39660901,85,4,7.428998903,2,65.93568726,5,26.67494273,59.19374831,59.25232568,20.42746842,22.58636524,33715,463876.545,138608.7438,406081,10,8510,846514,1
100065,Substation,23,South,ABB,52.83179313,66.2221391,10.34403071,-0.610093844,72.28260507,28.73291315,39.91693971,1.199553126,173,2,87.26658914,3,75.75296777,6,22.38053394,24.36539275,66.4275632,37.87903763,67.08782081,74626,130493.452,298101.2339,720894,22,3226,121830,1
100066,Transmission Line,21,West,Siemens,222.0567064,79.20255228,10.2643142,-0.076829486,51.02960899,16.07550375,64.1281839,7.930128077,20,2,34.78102839,2,41.51377463,3,12.38331073,20.17374937,40.14739909,71.16002915,11.16955034,90635,763049.854,354539.2348,360789,5,3737,207686,0
100067,Transformer,16,East,Hitachi,96.3321099,98.72133419,9.161197176,0.368285584,56.19104464,29.76548378,95.17485086,18.03399739,150,3,77.00659304,2,36.99443745,8,10.63353295,47.27335364,102.7439251,15.36562511,60.01211225,13301,752743.6846,284430.9296,824493,49,1497,777863,1
100068,Transformer,18,West,ABB,69.34198425,65.48293263,11.38343077,-0.08468919,64.8568283,,85.59620111,1.571899566,107,3,70.03496398,1,75.11794973,2,44.67334425,52.24345758,24.36975971,19.51918269,40.67646127,67872,371158.5019,23546.40155,744658,35,6227,964615,0
100069,Transmission Line,24,Central,Hitachi,47.63357146,36.22808256,6.019080311,0.083587319,64.56036173,,42.48392218,3.161493876,65,3,18.06948678,2,18.87041259,4,15.88419602,81.22679103,23.43290818,14.62908727,35.71298565,70782,211310.8122,221929.4259,880090,46,5966,908573,0
100070,Circuit Breaker,26,Central,Hitachi,179.5734962,91.1082044,3.200626332,0.662352847,78.10174026,65.88685549,37.68498284,16.49984147,7,4,52.88750684,3,20.20005562,4,15.06760876,86.70215877,54.29807627,23.82803536,32.00537797,89795,475683.7458,243479.032,190961,20,7169,613860,0
100071,Transmission Line,25,North,GE,83.06890279,38.07581343,13.35079684,0.01932465,64.3206951,96.44476575,3.62656189,2.776351758,161,2,56.13780078,1,45.61246787,5,12.68554668,94.47873817,83.34508453,21.21255267,56.03355361,83967,766462.7717,117834.1403,613783,20,2947,672287,1
100072,Transformer,29,South,Hitachi,112.6424604,58.1917355,8.123091206,-0.113594735,69.9339991,64.07891161,73.9961502,15.28186032,121,5,56.96780688,2,55.90713197,6,18.41804403,44.12839938,89.69169513,22.19845299,69.6661168,20213,842081.6679,43018.89066,916535,8,3112,830718,0
100073,Switchgear,15,South,GE,51.2379645,98.93306689,3.40253889,0.105536354,77.29142315,68.13901897,99.96841073,15.22931708,35,2,60.10626452,2,46.36696706,5,30.03701586,30.67034621,91.70543937,30.62225753,1.575117119,8869,190026.4721,28938.62723,721861,39,2502,308939,0
100074,Transmission Line,1,East,Siemens,64.54594695,55.08359573,6.835676383,-0.308945803,64.0171301,81.6272744,51.47965892,18.66979576,18,3,70.43644478,0,25.30449947,7,36.11073257,61.42677856,87.19165044,48.01379961,2.328664795,10741,495779.9213,338501.3842,439312,43,7136,962602,0
100075,Substation,25,South,GE,141.0627529,65.33002504,12.83910441,-0.399572023,47.56015627,67.36052364,96.02719473,15.21781859,5,3,25.05752843,2,52.34150081,4,39.11349698,20.11437953,55.98907682,12.36417769,98.77932043,50814,930177.628,193185.4779,608452,1,8959,949281,1
100076,Switchgear,7,South,Hitachi,177.2820883,98.35924697,2.525554393,-0.557244441,67.03966684,1.501196186,17.01155336,11.69678049,34,0,10.79604005,6,30.44896303,9,20.45495258,54.91304226,100.4417756,24.9887552,67.29848919,41930,280265.7529,186513.8424,664144,41,2830,677880,1
100077,Circuit Breaker,9,East,GE,58.85012135,66.86196327,12.29933301,0.313054848,74.36587593,29.96330064,67.09304583,12.77302304,59,4,23.25166018,4,24.38262997,7,21.354024,34.28510008,116.9172074,31.28437386,10.82745489,16070,680369.2887,223163.8019,339374,10,9383,269222,1
100078,Transformer,24,West,Siemens,111.1780107,96.02948029,1.971152818,0.264040266,62.04432228,,23.98822508,9.0358208,133,2,5.080404991,0,33.76983846,2,21.85744488,70.85859477,106.8254881,11.387363,75.70099076,59927,252350.1678,89538.48139,345291,1,6475,421037,1
100079,Transmission Line,1,South,GE,110.3391118,52.72910604,11.15583563,-0.186076459,70.69414864,0.964224113,39.94479497,15.98298724,116,3,53.26964854,2,25.31654051,5,26.14325744,47.07051815,44.38564208,21.41086754,10.10256555,76055,332277.7045,159670.0438,586619,37,3045,836441,1
100080,Transmission Line,8,Central,ABB,141.0439321,37.0730424,13.47732369,0.436388121,66.73563222,54.50130256,48.1666849,5.700677022,92,5,59.87880252,0,36.78043009,3,35.8710168,32.02682397,52.50309326,32.18614725,49.27214572,92836,971516.8494,2946.654533,461771,24,1084,734528,0
100081,Transformer,24,East,Schneider,115.3994179,54.06157124,8.296599169,0.511749189,67.97211839,98.47312706,34.29466602,12.46426056,51,4,,3,23.41860832,7,10.16119486,26.66265236,78.16810352,41.29446122,36.92549532,95474,89994.56429,315419.4976,589623,18,5495,252290,0
100082,Transformer,11,North,Schneider,124.7178136,92.26975861,0.457128438,0.037258584,58.29131765,91.17780187,33.36474387,19.00141303,136,4,68.9088385,5,170.7908869,5,11.77320376,61.7918077,29.79774007,43.76712435,11.17173513,11429,89254.6713,53033.17733,425202,17,4598,776787,1
100083,Switchgear,17,East,Siemens,30.77092784,53.69213652,4.520656071,0.174958059,74.85618987,95.41361798,30.81225755,12.47598198,50,2,78.96182301,0,61.88547823,7,10.97324935,95.98466694,100.000729,37.47685106,25.26758831,95934,501910.9938,192631.4113,306521,22,4483,437685,0
100084,Transformer,8,West,GE,108.7451383,85.53117752,1.772338277,-0.118896516,72.08679131,83.9636847,2.865734559,11.88076937,163,5,41.68589731,2,30.59221458,4,17.40469691,78.76195835,49.22848967,42.6653757,21.77175154,1692,379526.2022,103794.3312,806749,45,3753,626708,0
100085,Substation,35,East,GE,46.82461294,52.12446658,11.82829128,-0.391799915,91.33924946,69.48507756,56.34525491,2.203456337,98,1,62.73887329,3,34.12642723,6,11.29154534,70.38993683,49.29064647,32.62106461,34.17957391,17237,790253.1692,217774.9845,157538,16,9776,798440,0
100086,Switchgear,35,South,Schneider,104.3752462,99.55949233,11.24345868,0.116441735,49.9670845,,60.81146558,4.042268259,142,0,20.7059426,0,59.79777706,2,32.75201536,83.77854051,49.53816842,18.38141611,21.14362283,34522,431620.6974,112674.1266,167176,19,7385,684653,1
100087,Transformer,33,West,Schneider,150.3511447,45.757829,1.565959164,0.3314308,56.30905,21.60626391,34.29134174,7.195061732,79,4,69.77978053,2,25.30453847,2,45.83778601,36.61348423,50.82463198,27.37254905,28.34122372,19990,249462.9742,286908.6414,790490,42,5124,889267,0
100088,Substation,5,East,Schneider,100.7796797,31.57836243,1.892497763,0.045962407,69.12345581,82.22585117,26.04371859,10.6264263,111,1,50.88997137,2,19.45461072,6,31.05234297,68.41826388,37.78668523,27.62028873,82.42957999,20495,919470.5906,479217.0138,527352,36,7420,710592,1
100089,Circuit Breaker,39,West,Siemens,126.0453042,86.0356626,1.954962286,-0.096934249,87.24587707,21.64928783,17.17315126,19.40428432,79,4,43.74527668,1,95.06886047,4,34.51014574,81.33171332,48.28224973,8.136396908,66.36881135,27250,967785.0153,219164.4559,324135,7,9186,454293,1
100090,Circuit Breaker,28,South,Schneider,138.2214691,63.8012418,5.23313065,-0.044526076,71.92000575,37.64374544,93.69404889,10.84696069,82,7,23.94653021,0,36.04285277,6,37.70273876,54.29413802,118.0542791,35.25651619,20.01733295,99016,678655.201,118507.85,234658,42,9580,447582,0
100091,Transmission Line,7,East,Schneider,132.4023397,85.21131907,2.405373389,-0.134329797,46.89020944,32.94836282,52.42854496,6.276679775,54,3,47.17385179,1,78.26084711,3,40.2721274,97.70560259,64.81291692,25.52843458,47.51809575,50679,216382.1641,299424.5872,547762,47,6320,229618,0
100092,Switchgear,9,West,Schneider,104.2062546,69.90784238,7.062967228,-0.306611524,90.80688114,40.30258468,45.9174843,8.967081297,50,2,79.79331029,0,108.0508365,5,48.65109676,87.13192673,106.3936925,13.20730262,93.19594554,65925,38020.65841,485447.3557,473084,35,1976,345064,0
